root_domain	host	target_name	category	source_url	frontendatlas_url	route_type	state	contacted_on	last_checked_on	next_check_on	result_reason	evidence_url
ox.ac.uk	www.careers.ox.ac.uk	Oxford Careers resources	university_career	https://www.careers.ox.ac.uk/	https://frontendatlas.com/machine-coding	form	deferred		2026-09-19	2026-09-15	University backup candidate; pause through September 15 Continuation review 2026-09-19: held_target_429_and_source_technical_unverified. Frontend işlerine başvuran adaylar için uygulama üretip yaklaşımı açıklamaya dayalı pratik, genel teknik mülakat önerisini somutlaştırabilir. Bu tur gönderim yapılmadı. Üniversite genel duraklatması kaldırıldı; kaydedilen ayrı uygunluk/erişim engelleri sürer.	https://www.careers.ox.ac.uk/
uml.edu	libguides.uml.edu	UMass Lowell CS LibGuide	academic	https://libguides.uml.edu/computerscience	https://frontendatlas.com/machine-coding	form	deferred		2026-09-19	2026-09-15	University backup candidate; pause through September 15 Continuation review 2026-09-19: held_no_specific_fit_and_target_429. Canlı kütüphane araştırma rehberi var, ancak genel araştırma/veritabanı çerçevesi için somut frontend mülakat veya modal hata ayıklama bölümü doğrulanamadı. Bu tur gönderim yapılmadı. Üniversite genel duraklatması kaldırıldı; kaydedilen ayrı uygunluk/erişim engelleri sürer.	https://libguides.uml.edu/computerscience
uni.edu	www.cs.uni.edu	UNI CS 1100 Course Resources	academic	https://www.cs.uni.edu/~wallingf/teaching/cs1100/resources.html	https://frontendatlas.com/coding	email	deferred	2026-08-15	2026-09-19		Academic owner contacted; all university follow-up paused until September 15 History reconciliation 2026-09-19: Verified single SENT was 2026-08-15 to /coding, replacing unsupported 2026-08-18 and /machine-coding attribution. Preserve deferred state. Existing CS1100 Course Resources source is a named-page match retained from the registry; exact historical source URL is unknown because the message did not contain the full donor URL. The source is not a proven historical literal URL. The previous general university pause has been lifted; prior institutional contact still suppresses new outreach. Full Gmail messages and threads were read; SENT and actual institutional recipients verified. This establishes prior contact, not delivery/read/acceptance. Suppress further contact to this institution under the current task; no new send in this historical reconciliation.	https://www.cs.uni.edu/~wallingf/teaching/cs1100/resources.html
ugr.es	masteres.ugr.es	University of Granada Web Systems	academic	https://masteres.ugr.es/ingenieria-informatica/docencia/plan-estudios/guia-docente/M50/56/3/16	https://frontendatlas.com/machine-coding	email	deferred	2026-08-18	2026-08-19	2026-09-15	Academic owner contacted; all university follow-up paused until September 15	https://masteres.ugr.es/ingenieria-informatica/docencia/plan-estudios/guia-docente/M50/56/3/16
udg.edu	www.udg.edu	Universitat de Girona Web Programming	academic	https://www.udg.edu/ca/estudia/Oferta-formativa/Oferta-dassignatures/Detall-assignatura?codia=3105G07033	https://frontendatlas.com/machine-coding	email	deferred	2026-08-18	2026-08-19	2026-09-15	Academic owner contacted; all university follow-up paused until September 15	https://www.udg.edu/ca/estudia/Oferta-formativa/Oferta-dassignatures/Detall-assignatura?codia=3105G07033
unc.edu	cs.unc.edu	UNC CS Technical Interviews	academic	https://cs.unc.edu/student-life/career/technical-interviews/	https://frontendatlas.com/machine-coding	email	deferred	2026-08-18	2026-08-19	2026-09-15	Academic resource owner contacted; follow-up paused until September 15	https://cs.unc.edu/student-life/career/technical-interviews/
colostate.edu	bizcareers.colostate.edu	Colorado State Technical Interview Resources	university_career	https://bizcareers.colostate.edu/resources/preparing-for-technical-interviews/	https://frontendatlas.com/machine-coding	email	deferred	2026-08-18	2026-08-19	2026-09-15	Named career resource owner contacted; follow-up paused until September 15	https://bizcareers.colostate.edu/resources/preparing-for-technical-interviews/
sun.ac.za	www.cs.sun.ac.za	Stellenbosch CS334	academic	https://www.cs.sun.ac.za/courses/cs334/	https://frontendatlas.com/machine-coding	email	contacted	2026-08-18	2026-08-25	2026-09-01	A day-of-send Gmail preflight for a possible React retarget found a verified prior Sent message from 2026-08-18 to the exact official module channel proposing the public Machine Coding resource; no human reply or live FrontendAtlas href is verified; duplicate institutional outreach is suppressed for 90 days and the React message was not sent	https://www.cs.sun.ac.za/courses/cs334/
ntu.edu.sg	www3.ntu.edu.sg	NTU Programming References	academic	https://www3.ntu.edu.sg/home/ehchua/programming/howto/References.html	https://frontendatlas.com/css/trivia/css-position-sticky-not-working	email	contacted	2026-08-18	2026-09-19		Academic candidate has page-age risk; university outreach paused Historical reconciliation 2026-09-19: Tarih sınırsız Gmail kontrolünde 2026-08-18 tarihli gerçek kurum alıcılı SENT mesaj ve konuşması doğrulandı; mesajdaki hedef mevcut frontendatlas_url ile eşleşiyor. Üniversite duraklatması kullanıcı tarafından kaldırıldı, ancak bu kuruma daha önce ulaşılmış olduğundan yeni gönderim yapılmadı. Teslim, yanıt ve canlı bağlantı doğrulanmadı.	https://www3.ntu.edu.sg/home/ehchua/programming/howto/References.html
stlawu.edu	myslu.stlawu.edu	St Lawrence Intro to Web Design	academic	https://myslu.stlawu.edu/~kangstadt/teaching/fall25/3017/lectures.html	https://frontendatlas.com/css/trivia/css-position-sticky-not-working	email	contacted	2026-08-21	2026-08-21	2026-09-04	Optional future-course resource suggestion sent through the verified instructor channel after the user explicitly authorized this pilot; Gmail Sent record verified; publication and a direct followed link remain pending	https://myslu.stlawu.edu/~kangstadt/
washington.edu	courses.cs.washington.edu	UW CSE154	academic	https://courses.cs.washington.edu/courses/cse154/	https://frontendatlas.com/machine-coding	email	deferred		2026-09-19		Only a current owner/page may be used; old 2020 pages remain excluded Continuation review 2026-09-19: held_no_current_specific_placement_and_faculty_target_cap. Kurum ders indeksi en yeni dönem olarak Autumn2025'i gösteriyor. Açılan sayfa kısa karşılama/bağlantı kabuğu; güncel belirli kaynak yerleşimi yok. Bu tur gönderim yapılmadı. Üniversite genel duraklatması kaldırıldı; kaydedilen ayrı uygunluk/erişim engelleri sürer. History reconciliation 2026-09-19: Preserve this CSE154 opportunity host, source, target, deferred state and blank contacted_on; it was not the historical recipient page. A separate verified Career Services SENT on 2026-08-17 through institutional alias uw.edu to /machine-coding is recorded in its own washington.edu institution-root history row. Suppress further contact to University of Washington across washington.edu and uw.edu. No CSE154 send is inferred.	https://courses.cs.washington.edu/courses/cse154/
bucknell.edu	www.bucknell.edu	Bucknell Full Stack Web Development	academic	https://www.bucknell.edu/academics/college-engineering/majors-departments/computer-science	https://frontendatlas.com/machine-coding	email	deferred		2026-09-19	2026-09-15	Academic backup candidate; pause through September 15 Continuation review 2026-09-19: held_faculty_two_open_target_contacts_source_503_and_target_unverified. React'ta yeniden veri yükleyen buton görevi, yanıt sıralaması/race condition açıklamasına gerçek bir ek değer sağlar. Bu tur gönderim yapılmadı. Üniversite genel duraklatması kaldırıldı; kaydedilen ayrı uygunluk/erişim engelleri sürer.	https://www.bucknell.edu/academics/college-engineering/majors-departments/computer-science
utoronto.ca	www.cs.toronto.edu	University of Toronto CSC309	academic	https://www.cs.toronto.edu/~kianoosh/courses/csc309/	https://frontendatlas.com/machine-coding	email	contacted	2026-08-21	2026-09-19		Optional future-course resource suggestion sent to the current CSC309 instructor; Gmail Sent record verified; this distinct faculty-course route was explicitly authorized despite an earlier separate UTM Career Centre contact; publication and a direct followed link remain pending History reconciliation 2026-09-19: The faculty /machine-coding SENT on 2026-08-21 is verified and preserved. A separate earlier UTM career contact on 2026-08-17 to /guides/interview-blueprint/intro is recorded in a new institutional-root history row. The previously authorized faculty exception is not expanded. Suppress utoronto.ca and toronto.edu together. Full Gmail messages and threads were read; SENT and actual institutional recipients verified. This establishes prior contact, not delivery/read/acceptance. Suppress further contact to this institution under the current task; no new send in this historical reconciliation.	https://www.cs.toronto.edu/~kianoosh/courses/csc309/
sjsu.edu	library.sjsu.edu	SJSU Web Accessibility	academic	https://library.sjsu.edu/web-accessibility	https://frontendatlas.com/incidents/modal-screen-reader-failure	email	deferred	2026-08-18	2026-09-06	2026-09-15	Academic resource suggestion verified in Gmail Sent on 2026-08-18; the previous contacted_on date was corrected from the verified send timestamp. Follow-up remains paused until 2026-09-15; preserve deferred state and do not reopen the university queue.	https://library.sjsu.edu/web-accessibility
illinoistech.edu	elevate.iit.edu	Illinois Tech Software Engineering and IT	university_career	https://elevate.iit.edu/channels/software-engineering-information-technology/	https://frontendatlas.com/machine-coding	email	deferred	2026-08-19	2026-08-19	2026-09-15	Career resource suggestion sent; follow-up paused until September 15	https://elevate.iit.edu/channels/software-engineering-information-technology/
k-state.edu	textbooks.cs.ksu.edu	Kansas State Spring 2026 Syllabus	academic	https://textbooks.cs.ksu.edu/cis526/00-forward/06-syllabus/	https://frontendatlas.com/machine-coding	email	deferred	2026-08-18	2026-09-19		Academic resource suggestion sent; follow-up paused until September 15 History reconciliation 2026-09-19: Verified single SENT was 2026-08-18 to /machine-coding, replacing the unsupported 2026-08-19 attribution. Preserve deferred state. Existing CIS526/CC515 Syllabus source is a named-page match retained from the registry; exact historical source URL is unknown because the message did not contain the full donor URL. k-state.edu and ksu.edu are the same institution. The previous general university pause has been lifted; prior institutional contact still suppresses new outreach. Full Gmail messages and threads were read; SENT and actual institutional recipients verified. This establishes prior contact, not delivery/read/acceptance. Suppress further contact to this institution under the current task; no new send in this historical reconciliation.	https://textbooks.cs.ksu.edu/cis526/00-forward/06-syllabus/
dickinson.edu	www.dickinson.edu	Dickinson academic resource page	academic	https://www.dickinson.edu/	https://frontendatlas.com/machine-coding	email	excluded		2026-08-19		Page AS signal belonged to an archive or pagination page rather than the exact resource page	https://www.dickinson.edu/
okstate.edu	go.okstate.edu	Oklahoma State academic resources	academic	https://go.okstate.edu/	https://frontendatlas.com/machine-coding	email	excluded		2026-08-19		Exact URL analysis returned no matching Semrush result	https://go.okstate.edu/
jmu.edu	www.jmu.edu	James Madison University resources	academic	https://www.jmu.edu/	https://frontendatlas.com/machine-coding	email	excluded		2026-08-19		Exact URL analysis returned no matching Semrush result	https://www.jmu.edu/
unt.edu	www.unt.edu	University of North Texas resources	academic	https://www.unt.edu/	https://frontendatlas.com/machine-coding	email	excluded		2026-08-19		Exact URL analysis returned no matching Semrush result	https://www.unt.edu/
uidaho.edu	www.uidaho.edu	University of Idaho resources	academic	https://www.uidaho.edu/	https://frontendatlas.com/machine-coding	email	excluded		2026-08-19		Exact URL analysis returned no matching Semrush result	https://www.uidaho.edu/
